spotID,judgement,confidence,tug,dtime,tom_conf,jerry_conf,tweety_conf
0,nocc,0.7269972960154215,1.3619838,5.645230531692505,72.6150393486023,73.10585975646973,72.37828373908997
1,nocc,0.7220053672790527,1.3320323,3.2447056770324707,73.00519943237305,73.10585975646973,70.490562915802
2,nocc,0.7289867401123047,1.3739204,3.1923046112060547,73.08268547058105,73.10585975646973,72.50747680664062
3,nocc,0.7037545839945475,1.2225275,3.158155679702759,72.98548221588135,73.10584783554077,65.03504514694214
4,occ,0.7295694351196289,-1.3774165,3.1356394290924072,73.10529947280884,73.10585975646973,72.65966534614563
5,nocc,0.7257383664449056,1.3544302,3.1060304641723633,72.29840159416199,73.10585975646973,72.31725454330444
6,nocc,0.7277380625406901,1.3664284,3.100645065307617,72.81509041786194,73.1058418750763,72.4004864692688
7,nocc,0.7226862907409668,1.3361177,5.732449769973755,72.83104658126831,73.10585975646973,70.868980884552
8,nocc,0.7121567726135254,1.2729406,3.24064040184021,72.33778238296509,73.10585975646973,68.2033896446228
9,nocc,0.7129824956258138,1.277895,3.1991288661956787,73.09966683387756,73.10585975646973,67.6892340183258
10,nocc,0.6975457668304443,1.1852746,3.2010161876678467,73.09921979904175,73.10585975646973,63.05864453315735
11,nocc,0.7089207967122396,1.2535249,3.1212728023529053,73.08299541473389,73.10585975646973,66.48739576339722
12,occ,0.7270286083221436,-1.3621716,3.1012942790985107,73.08897376060486,73.10585975646973,71.91374897956848
13,occ,0.6743138631184896,-1.045883,3.105940103530884,73.07660579681396,73.10585975646973,56.111693382263184
14,occ,0.5892420609792074,-0.53545225,5.822136640548706,72.70385026931763,73.1046736240387,69.03591752052307
15,nocc,0.5715176264444987,0.42910576,3.276789903640747,73.09668064117432,73.08211922645569,71.46984934806824
16,nocc,0.7297443548838297,1.3784661,3.2168312072753906,73.08698892593384,72.99152612686157,72.84478545188904
