0,nocc,0.704788605372111,1.2287318,3.841919183731079
1,nocc,0.7061238288879395,1.2367431,1.5312368869781494
2,nocc,0.7080202102661133,1.2481214,1.4511511325836182
3,nocc,0.7101027965545654,1.2606168,1.4592514038085938
4,occ,0.6370611985524496,-0.8223672,1.5600965023040771
5,nocc,0.7007962067921957,1.2047772,1.457702875137329
6,nocc,0.7054573694864908,1.2327442,1.4528148174285889
7,nocc,0.7062584559122721,1.2375509,1.457101583480835
8,nocc,0.698518435160319,1.1911105,1.5738742351531982
9,nocc,0.702448844909668,1.2146931,1.4574415683746338
10,nocc,0.7032745679219564,1.2196474,1.4572908878326416
11,nocc,0.71634840965271,1.2980905,1.4584381580352783
12,occ,0.5425285498301188,-0.25517142,1.5784580707550049
13,occ,0.6005659103393555,-0.60339546,1.4634864330291748
14,nocc,0.5164219538370768,0.09853172,1.457397699356079
15,nocc,0.5798143545786539,0.47888613,1.460289478302002
16,nocc,0.5759613513946533,0.455768,1.5796589851379395
17,nocc,0.7090254624684652,1.2541529,1.4610381126403809
18,nocc,0.5772973696390787,0.46378422,1.4588840007781982
19,occ,0.6239255666732788,-0.7435534,1.463646411895752
20,nocc,0.7063515981038412,1.2381097,1.5832853317260742
21,nocc,0.6819605827331543,1.0917635,1.4583909511566162
22,nocc,0.6526116530100504,0.9156698,1.4610610008239746
23,nocc,0.5650649865468343,0.39038992,1.4544646739959717
24,nocc,0.5507050355275472,0.3042301,1.5764045715332031
25,nocc,0.5697730382283529,0.41863835,1.4579746723175049
26,nocc,0.5656079451243082,0.39364767,1.456843376159668
27,nocc,0.5384939511617025,0.23096359,1.4541053771972656
28,nocc,0.5697006384531657,0.41820383,1.5749425888061523
29,nocc,0.7112235228220621,1.267341,1.4553191661834717
30,nocc,0.7103411356608073,1.2620469,1.4511613845825195
31,nocc,0.7126667499542236,1.2760004,1.5608875751495361
32,nocc,0.7129850387573242,1.2779102,1.4516105651855469
33,nocc,0.7148593266805013,1.2891558,1.4502694606781006
34,nocc,0.7186980247497559,1.3121881,1.4501936435699463
35,nocc,0.7100321451822916,1.2601929,1.4715752601623535
36,nocc,0.6333653926849365,0.80019236,1.5963847637176514
37,nocc,0.7196208635965983,1.3177251,1.4611406326293945
38,nocc,0.7121990521748861,1.2731943,1.4553334712982178
39,nocc,0.716925859451294,1.3015552,1.5629470348358154
40,nocc,0.7228314876556396,1.3369889,1.4616189002990723
41,nocc,0.7110140323638916,1.2660841,1.4576590061187744
42,nocc,0.7137458324432373,1.282475,1.4540836811065674
43,nocc,0.713625987370809,1.2817558,1.5793418884277344
44,nocc,0.7121984958648682,1.273191,1.4546177387237549
45,nocc,0.7143778006235758,1.2862667,1.4548778533935547
46,nocc,0.7149855295817057,1.2899133,1.4538588523864746
47,nocc,0.7192012468973795,1.3152076,1.5733168125152588
48,nocc,0.7190948327382406,1.314569,1.4772517681121826
49,nocc,0.7194852034250895,1.3169111,1.4832239151000977
50,nocc,0.7177689870198568,1.3066138,1.467611312866211
